accuracy,precision,recall,f1_score,true_negatives,false_positives,false_negatives,true_positives,false_positive_rate,false_negative_rate,roc_auc,pr_auc,optimal_threshold,optimal_f1,confusion_matrix
0.8324860257480335,0.166454811236812,0.9523636363636364,0.2833802207314434,63209,13115,131,2619,0.17183323725171637,0.047636363636363636,0.8714477419231887,0.13637148864361323,0.13131313131313133,0.2833802207314434,"[[63209 13115]
 [  131  2619]]"
